Subject,dis_loc,SOA,acc,target,targetSquare.ACC,targetSquare.CRESP,targetSquare.RESP,targetSquare.RT,Compatability,Age,Sex
16,below,950,1,lime,1,1,1,285,Compatible,20,female
16,below,350,2,red,1,2,2,269,Incompatible,20,female
16,below,650,2,red,0,2,1,347,Compatible,20,female
16,below,50,2,red,1,2,2,536,Incompatible,20,female
16,below,350,1,lime,1,1,1,334,Compatible,20,female
16,below,350,2,red,1,2,2,285,Incompatible,20,female
16,below,50,1,lime,1,1,1,361,Incompatible,20,female
16,below,50,1,lime,1,1,1,403,Incompatible,20,female
16,below,350,2,red,1,2,2,272,Compatible,20,female
16,below,650,1,lime,1,1,1,277,Compatible,20,female
16,below,650,1,lime,1,1,1,283,Incompatible,20,female
16,below,350,1,lime,0,1,2,380,Compatible,20,female
16,below,350,2,red,1,2,2,467,Compatible,20,female
16,below,650,1,lime,1,1,1,305,Incompatible,20,female
16,below,950,1,lime,1,1,1,353,Incompatible,20,female
16,below,50,2,red,1,2,2,411,Incompatible,20,female
16,below,50,1,lime,1,1,1,371,Compatible,20,female
16,below,350,1,lime,1,1,1,377,Incompatible,20,female
16,below,950,2,red,1,2,2,295,Incompatible,20,female
16,below,950,2,red,1,2,2,351,Compatible,20,female
16,below,650,2,red,1,2,2,297,Compatible,20,female
2,above,650,1,lime,1,1,1,814,Compatible,20,male
2,above,350,1,lime,1,1,1,330,Compatible,20,male
2,above,950,2,red,1,2,2,586,Incompatible,20,male
2,above,950,2,red,1,2,2,447,Incompatible,20,male
2,above,650,2,red,1,2,2,526,Compatible,20,male
2,above,350,2,red,1,2,2,501,Incompatible,20,male
2,above,950,1,lime,0,1,,0,Compatible,20,male
2,above,50,2,red,1,2,2,557,Compatible,20,male
2,above,950,1,lime,0,1,2,219,Compatible,20,male
2,above,350,1,lime,0,1,,0,Incompatible,20,male
2,above,650,1,lime,1,1,1,736,Incompatible,20,male
2,above,950,2,red,1,2,2,759,Compatible,20,male
2,above,350,2,red,1,2,2,533,Incompatible,20,male
2,above,650,2,red,1,2,2,704,Incompatible,20,male
2,above,50,2,red,1,2,2,517,Compatible,20,male
2,above,350,2,red,1,2,2,692,Compatible,20,male
2,above,50,1,lime,1,1,1,785,Compatible,20,male
2,above,650,2,red,1,2,2,362,Incompatible,20,male
2,above,950,1,lime,1,1,1,448,Incompatible,20,male
2,above,50,2,red,1,2,2,479,Incompatible,20,male
2,above,350,1,lime,1,1,1,649,Compatible,20,male
2,above,650,1,lime,1,1,1,727,Compatible,20,male
2,above,50,1,lime,1,1,1,378,Compatible,20,male
2,above,50,1,lime,1,1,1,484,Incompatible,20,male
2,above,350,2,red,1,2,2,509,Compatible,20,male
2,above,950,2,red,1,2,2,652,Compatible,20,male
2,above,650,2,red,1,2,2,930,Compatible,20,male
2,above,50,2,red,1,2,2,590,Incompatible,20,male
2,above,950,1,lime,1,1,1,443,Incompatible,20,male
2,above,50,1,lime,1,1,1,474,Incompatible,20,male
2,above,650,1,lime,1,1,1,655,Incompatible,20,male
2,above,350,1,lime,1,1,1,346,Incompatible,20,male
2,above,650,1,lime,1,1,1,446,Compatible,20,male
2,above,350,2,red,1,2,2,425,Incompatible,20,male
2,above,950,1,lime,1,1,1,597,Compatible,20,male
2,above,50,2,red,1,2,2,486,Incompatible,20,male
2,above,650,2,red,1,2,2,395,Compatible,20,male
2,above,350,2,red,1,2,2,551,Incompatible,20,male
2,above,650,2,red,1,2,2,418,Incompatible,20,male
2,above,350,1,lime,1,1,1,428,Incompatible,20,male
2,above,950,2,red,1,2,2,480,Compatible,20,male
2,above,50,1,lime,1,1,1,581,Compatible,20,male
2,above,350,1,lime,0,1,2,562,Compatible,20,male
2,above,950,2,red,1,2,2,1410,Compatible,20,male
2,above,350,2,red,0,2,1,487,Compatible,20,male
2,above,650,1,lime,1,1,1,646,Compatible,20,male
2,above,950,1,lime,1,1,1,489,Incompatible,20,male
2,above,950,2,red,1,2,2,426,Incompatible,20,male
2,above,650,1,lime,1,1,1,386,Incompatible,20,male
2,above,350,1,lime,1,1,1,863,Incompatible,20,male
2,above,50,2,red,1,2,2,1413,Incompatible,20,male
2,above,50,1,lime,1,1,1,525,Compatible,20,male
2,above,650,1,lime,1,1,1,729,Incompatible,20,male
2,above,350,2,red,1,2,2,744,Compatible,20,male
2,above,50,1,lime,1,1,1,595,Incompatible,20,male
2,above,50,2,red,1,2,2,555,Compatible,20,male
2,above,950,2,red,1,2,2,370,Incompatible,20,male
2,above,350,1,lime,0,1,2,567,Compatible,20,male
2,above,950,1,lime,1,1,1,247,Incompatible,20,male
2,above,650,2,red,0,2,,0,Incompatible,20,male
2,above,50,2,red,1,2,2,605,Compatible,20,male
2,above,650,2,red,1,2,2,493,Compatible,20,male
2,above,50,1,lime,1,1,1,522,Incompatible,20,male
2,above,950,1,lime,1,1,1,514,Compatible,20,male
2,above,350,1,lime,0,1,,0,Incompatible,20,male
2,above,350,2,red,1,2,2,1107,Compatible,20,male
2,above,50,1,lime,0,1,,0,Incompatible,20,male
2,above,650,2,red,1,2,2,373,Incompatible,20,male
2,above,50,1,lime,1,1,1,599,Compatible,20,male
2,above,950,1,lime,1,1,1,283,Incompatible,20,male
2,above,50,1,lime,1,1,1,408,Compatible,20,male
2,above,350,2,red,1,2,2,484,Incompatible,20,male
2,above,650,2,red,1,2,2,545,Compatible,20,male
2,above,650,1,lime,1,1,1,396,Compatible,20,male
2,above,650,2,red,1,2,2,597,Compatible,20,male
2,above,950,1,lime,1,1,1,362,Incompatible,20,male
2,above,350,1,lime,1,1,1,536,Compatible,20,male
2,above,950,1,lime,1,1,1,431,Compatible,20,male
2,above,650,1,lime,0,1,,0,Compatible,20,male
2,above,350,1,lime,1,1,1,450,Compatible,20,male
2,above,350,1,lime,1,1,1,396,Incompatible,20,male
2,above,50,2,red,1,2,2,540,Incompatible,20,male
2,above,650,2,red,0,2,1,423,Incompatible,20,male
2,above,650,1,lime,1,1,1,481,Incompatible,20,male
2,above,50,2,red,1,2,2,430,Incompatible,20,male
2,above,350,2,red,1,2,2,425,Compatible,20,male
2,above,950,2,red,1,2,2,325,Incompatible,20,male
2,above,50,2,red,1,2,2,617,Compatible,20,male
2,above,650,1,lime,1,1,1,392,Incompatible,20,male
2,above,950,2,red,1,2,2,493,Incompatible,20,male
2,above,950,2,red,1,2,2,670,Compatible,20,male
2,above,50,2,red,1,2,2,972,Compatible,20,male
2,above,50,1,lime,1,1,1,493,Incompatible,20,male
2,above,950,2,red,1,2,2,526,Compatible,20,male
2,above,350,2,red,1,2,2,478,Incompatible,20,male
2,above,950,1,lime,1,1,1,392,Compatible,20,male
2,above,50,2,red,1,2,2,834,Incompatible,20,male
2,above,350,2,red,1,2,2,461,Compatible,20,male
2,above,950,1,lime,1,1,1,455,Incompatible,20,male
2,above,950,1,lime,1,1,1,673,Compatible,20,male
2,above,650,1,lime,1,1,1,455,Incompatible,20,male
2,above,950,2,red,1,2,2,385,Incompatible,20,male
2,above,350,1,lime,0,1,2,462,Incompatible,20,male
2,above,50,2,red,1,2,2,1166,Compatible,20,male
2,above,50,1,lime,1,1,1,511,Incompatible,20,male
2,above,950,1,lime,1,1,1,560,Compatible,20,male
2,above,350,2,red,1,2,2,430,Incompatible,20,male
2,above,350,1,lime,1,1,1,537,Compatible,20,male
2,above,650,2,red,1,2,2,412,Incompatible,20,male
2,above,350,2,red,1,2,2,521,Incompatible,20,male
2,above,650,1,lime,1,1,1,683,Compatible,20,male
2,above,350,2,red,1,2,2,380,Compatible,20,male
2,above,950,2,red,1,2,2,362,Incompatible,20,male
2,above,50,1,lime,0,1,2,364,Compatible,20,male
2,above,350,1,lime,1,1,1,940,Compatible,20,male
2,above,650,1,lime,1,1,1,583,Compatible,20,male
2,above,50,2,red,1,2,2,591,Compatible,20,male
2,above,950,2,red,1,2,2,973,Compatible,20,male
2,above,350,1,lime,1,1,1,434,Incompatible,20,male
2,above,650,2,red,1,2,2,649,Incompatible,20,male
2,above,50,1,lime,1,1,1,367,Incompatible,20,male
2,above,650,2,red,1,2,2,489,Compatible,20,male
2,above,650,1,lime,1,1,1,382,Incompatible,20,male
2,above,650,2,red,1,2,2,527,Compatible,20,male
2,above,950,2,red,1,2,2,566,Compatible,20,male
2,above,50,1,lime,1,1,1,551,Compatible,20,male
2,above,50,2,red,1,2,2,705,Incompatible,20,male
2,above,950,1,lime,1,1,1,353,Incompatible,20,male
2,above,650,1,lime,1,1,1,735,Compatible,20,male
2,above,950,2,red,1,2,2,694,Compatible,20,male
2,above,350,2,red,1,2,2,567,Compatible,20,male
2,above,350,2,red,1,2,2,404,Incompatible,20,male
2,above,950,1,lime,1,1,1,552,Incompatible,20,male
2,above,350,1,lime,1,1,1,759,Compatible,20,male
2,above,50,1,lime,1,1,1,561,Compatible,20,male
2,above,650,1,lime,1,1,1,571,Compatible,20,male
2,above,50,1,lime,1,1,1,821,Incompatible,20,male
2,above,350,1,lime,1,1,1,296,Incompatible,20,male
2,above,950,2,red,1,2,2,329,Incompatible,20,male
2,above,950,2,red,1,2,2,401,Incompatible,20,male
2,above,950,1,lime,1,1,1,588,Compatible,20,male
2,above,50,1,lime,1,1,1,445,Incompatible,20,male
2,above,50,2,red,1,2,2,436,Incompatible,20,male
2,above,50,1,lime,1,1,1,427,Compatible,20,male
2,above,350,1,lime,1,1,1,526,Incompatible,20,male
2,above,950,1,lime,1,1,1,358,Compatible,20,male
2,above,650,2,red,1,2,2,464,Incompatible,20,male
2,above,650,2,red,1,2,2,462,Compatible,20,male
2,above,350,1,lime,1,1,1,729,Compatible,20,male
2,above,650,1,lime,1,1,1,364,Incompatible,20,male
2,above,350,2,red,0,2,1,626,Compatible,20,male
2,above,350,2,red,1,2,2,520,Incompatible,20,male
2,above,650,1,lime,1,1,1,372,Incompatible,20,male
2,above,50,2,red,1,2,2,453,Compatible,20,male
2,above,50,2,red,1,2,2,443,Compatible,20,male
2,above,950,1,lime,1,1,1,581,Incompatible,20,male
2,above,650,2,red,1,2,2,654,Incompatible,20,male
2,above,650,2,red,1,2,2,437,Compatible,20,male
2,above,50,2,red,1,2,2,619,Incompatible,20,male
2,above,950,2,red,1,2,2,559,Compatible,20,male
2,above,950,1,lime,1,1,1,767,Compatible,20,male
2,above,650,2,red,1,2,2,769,Incompatible,20,male
2,above,650,1,lime,1,1,1,523,Compatible,20,male
2,above,650,2,red,1,2,2,462,Compatible,20,male
2,above,950,2,red,1,2,2,1185,Incompatible,20,male
2,above,650,2,red,1,2,2,962,Compatible,20,male
2,above,950,2,red,1,2,2,496,Compatible,20,male
2,above,50,1,lime,1,1,1,621,Compatible,20,male
2,above,50,2,red,1,2,2,548,Incompatible,20,male
2,above,50,2,red,1,2,2,366,Incompatible,20,male
2,above,950,2,red,1,2,2,284,Incompatible,20,male
2,above,50,1,lime,1,1,1,632,Compatible,20,male
2,above,50,2,red,1,2,2,655,Compatible,20,male
2,above,350,2,red,1,2,2,537,Incompatible,20,male
2,above,650,1,lime,1,1,1,652,Incompatible,20,male
2,above,950,1,lime,1,1,1,431,Incompatible,20,male
2,above,50,1,lime,1,1,1,1318,Incompatible,20,male
2,above,950,1,lime,1,1,1,438,Incompatible,20,male
2,above,350,1,lime,1,1,1,393,Compatible,20,male
2,above,350,2,red,1,2,2,430,Compatible,20,male
2,above,50,2,red,1,2,2,517,Compatible,20,male
2,above,650,1,lime,1,1,1,649,Incompatible,20,male
2,above,350,1,lime,1,1,1,395,Incompatible,20,male
2,above,950,2,red,1,2,2,591,Compatible,20,male
2,above,950,1,lime,1,1,1,388,Compatible,20,male
2,above,350,1,lime,1,1,1,457,Compatible,20,male
2,above,650,2,red,1,2,2,247,Incompatible,20,male
2,above,350,2,red,1,2,2,810,Compatible,20,male
2,above,650,1,lime,1,1,1,474,Compatible,20,male
2,above,50,1,lime,1,1,1,440,Incompatible,20,male
2,above,350,1,lime,1,1,1,307,Incompatible,20,male
2,above,350,2,red,1,2,2,251,Incompatible,20,male
2,above,650,1,lime,1,1,1,732,Incompatible,20,male
2,above,350,1,lime,1,1,1,586,Compatible,20,male
2,above,950,2,red,1,2,2,408,Compatible,20,male
2,above,650,2,red,1,2,2,360,Incompatible,20,male
2,above,950,1,lime,1,1,1,430,Incompatible,20,male
2,above,350,2,red,1,2,2,394,Incompatible,20,male
2,above,50,2,red,0,2,1,666,Incompatible,20,male
2,above,50,1,lime,1,1,1,731,Incompatible,20,male
2,above,50,2,red,1,2,2,878,Incompatible,20,male
2,above,650,2,red,1,2,2,564,Compatible,20,male
2,above,350,1,lime,1,1,1,466,Compatible,20,male
2,above,950,1,lime,1,1,1,420,Compatible,20,male
2,above,650,1,lime,1,1,1,667,Compatible,20,male
2,above,950,2,red,1,2,2,628,Compatible,20,male
2,above,950,1,lime,1,1,1,711,Incompatible,20,male
2,above,650,2,red,1,2,2,620,Compatible,20,male
2,above,50,1,lime,1,1,1,507,Compatible,20,male
2,above,350,2,red,1,2,2,763,Incompatible,20,male
2,above,50,2,red,1,2,2,461,Compatible,20,male
2,above,650,1,lime,1,1,1,491,Compatible,20,male
2,above,50,1,lime,1,1,1,560,Incompatible,20,male
2,above,50,1,lime,1,1,1,850,Compatible,20,male
2,above,350,2,red,1,2,2,828,Compatible,20,male
2,above,650,2,red,1,2,2,531,Incompatible,20,male
2,above,950,2,red,1,2,2,666,Incompatible,20,male
2,above,350,2,red,1,2,2,508,Compatible,20,male
2,above,350,1,lime,1,1,1,356,Incompatible,20,male
2,above,350,1,lime,1,1,1,322,Incompatible,20,male
2,above,650,1,lime,1,1,1,893,Incompatible,20,male
2,above,50,2,red,1,2,2,898,Compatible,20,male
2,above,950,2,red,1,2,2,354,Incompatible,20,male
2,above,950,1,lime,1,1,1,489,Compatible,20,male
2,above,950,1,lime,1,1,1,470,Incompatible,20,male
2,above,650,1,lime,1,1,1,444,Compatible,20,male
2,above,350,1,lime,1,1,1,871,Compatible,20,male
2,above,50,1,lime,1,1,1,452,Incompatible,20,male
2,above,650,1,lime,1,1,1,307,Incompatible,20,male
2,above,50,1,lime,1,1,1,591,Compatible,20,male
2,above,950,2,red,1,2,2,604,Incompatible,20,male
2,above,950,2,red,1,2,2,343,Incompatible,20,male
2,above,350,1,lime,1,1,1,678,Incompatible,20,male
2,above,50,1,lime,1,1,1,1420,Compatible,20,male
2,above,950,2,red,1,2,2,791,Compatible,20,male
2,above,350,1,lime,1,1,1,812,Incompatible,20,male
2,above,350,2,red,1,2,2,401,Compatible,20,male
2,above,950,1,lime,1,1,1,349,Compatible,20,male
2,above,950,1,lime,1,1,1,403,Incompatible,20,male
2,above,350,2,red,1,2,2,568,Compatible,20,male
2,above,50,2,red,1,2,2,633,Compatible,20,male
2,above,50,2,red,1,2,2,560,Compatible,20,male
2,above,650,2,red,1,2,2,378,Incompatible,20,male
2,above,350,2,red,1,2,2,448,Incompatible,20,male
2,above,650,1,lime,1,1,1,391,Incompatible,20,male
2,above,950,1,lime,1,1,1,467,Compatible,20,male
2,above,50,2,red,1,2,2,560,Incompatible,20,male
2,above,950,2,red,1,2,2,438,Compatible,20,male
2,above,650,2,red,1,2,2,501,Compatible,20,male
2,above,650,2,red,1,2,2,1130,Compatible,20,male
2,above,650,1,lime,1,1,1,525,Compatible,20,male
2,above,50,1,lime,1,1,1,697,Incompatible,20,male
2,above,650,2,red,1,2,2,398,Incompatible,20,male
2,above,350,1,lime,1,1,1,675,Compatible,20,male
2,above,350,2,red,1,2,2,484,Incompatible,20,male
2,above,50,2,red,1,2,2,665,Incompatible,20,male
3,below,350,2,lime,1,2,2,390,Incompatible,20,female
3,below,50,2,lime,1,2,2,415,Compatible,20,female
3,below,950,2,lime,1,2,2,347,Compatible,20,female
3,below,650,1,red,0,1,2,294,Incompatible,20,female
3,below,950,1,red,1,1,1,305,Incompatible,20,female
3,below,50,2,lime,1,2,2,381,Compatible,20,female
3,below,50,1,red,1,1,1,294,Compatible,20,female
3,below,650,1,red,1,1,1,267,Incompatible,20,female
3,below,50,1,red,1,1,1,320,Compatible,20,female
3,below,650,2,lime,1,2,2,364,Incompatible,20,female
3,below,50,2,lime,1,2,2,382,Incompatible,20,female
3,below,950,1,red,1,1,1,283,Compatible,20,female
3,below,50,2,lime,1,2,2,376,Incompatible,20,female
3,below,50,1,red,1,1,1,369,Incompatible,20,female
3,below,650,2,lime,1,2,2,274,Incompatible,20,female
3,below,950,2,lime,1,2,2,387,Compatible,20,female
3,below,650,2,lime,1,2,2,340,Compatible,20,female
3,below,350,2,lime,1,2,2,339,Compatible,20,female
3,below,950,1,red,1,1,1,274,Incompatible,20,female
3,below,350,2,lime,1,2,2,348,Incompatible,20,female
3,below,350,1,red,1,1,1,314,Incompatible,20,female
3,below,50,1,red,1,1,1,366,Incompatible,20,female
3,below,350,1,red,1,1,1,260,Incompatible,20,female
3,below,350,1,red,1,1,1,326,Compatible,20,female
3,below,650,1,red,1,1,1,274,Compatible,20,female
3,below,650,1,red,1,1,1,367,Compatible,20,female
3,below,950,1,red,1,1,1,357,Compatible,20,female
3,below,950,2,lime,1,2,2,395,Incompatible,20,female
3,below,350,1,red,1,1,1,336,Compatible,20,female
3,below,350,2,lime,1,2,2,319,Compatible,20,female
3,below,950,2,lime,1,2,2,262,Incompatible,20,female
3,below,650,2,lime,1,2,2,325,Compatible,20,female
3,below,950,1,red,1,1,1,315,Compatible,20,female
3,below,50,1,red,1,1,1,367,Incompatible,20,female
3,below,650,1,red,1,1,1,288,Incompatible,20,female
3,below,350,1,red,1,1,1,273,Compatible,20,female
3,below,50,1,red,1,1,1,351,Compatible,20,female
3,below,650,2,lime,0,2,1,328,Incompatible,20,female
3,below,650,2,lime,1,2,2,397,Incompatible,20,female
3,below,350,2,lime,1,2,2,330,Compatible,20,female
3,below,950,2,lime,1,2,2,289,Compatible,20,female
3,below,350,1,red,1,1,1,322,Incompatible,20,female
3,below,350,1,red,1,1,1,354,Compatible,20,female
3,below,350,2,lime,1,2,2,328,Incompatible,20,female
3,below,650,1,red,1,1,1,435,Compatible,20,female
3,below,950,1,red,1,1,1,358,Compatible,20,female
3,below,950,1,red,0,1,2,365,Incompatible,20,female
3,below,50,2,lime,1,2,2,400,Incompatible,20,female
3,below,950,1,red,1,1,1,300,Incompatible,20,female
3,below,950,2,lime,1,2,2,357,Incompatible,20,female
3,below,650,1,red,1,1,1,319,Compatible,20,female
3,below,50,1,red,1,1,1,490,Compatible,20,female
3,below,350,2,lime,1,2,2,331,Incompatible,20,female
3,below,650,2,lime,1,2,2,303,Compatible,20,female
3,below,50,2,lime,1,2,2,387,Compatible,20,female
3,below,50,2,lime,1,2,2,364,Compatible,20,female
3,below,650,1,red,1,1,1,278,Incompatible,20,female
3,below,50,1,red,1,1,1,347,Incompatible,20,female
3,below,350,1,red,1,1,1,274,Incompatible,20,female
3,below,50,2,lime,1,2,2,343,Incompatible,20,female
3,below,950,2,lime,1,2,2,333,Incompatible,20,female
3,below,350,2,lime,1,2,2,316,Compatible,20,female
3,below,950,2,lime,1,2,2,364,Compatible,20,female
3,below,650,2,lime,1,2,2,310,Compatible,20,female
3,below,50,2,lime,1,2,2,397,Incompatible,20,female
3,below,950,1,red,1,1,1,290,Compatible,20,female
3,below,350,2,lime,1,2,2,339,Incompatible,20,female
3,below,350,1,red,1,1,1,290,Incompatible,20,female
3,below,50,1,red,1,1,1,391,Compatible,20,female
3,below,650,1,red,1,1,1,255,Compatible,20,female
3,below,350,2,lime,1,2,2,306,Compatible,20,female
3,below,50,2,lime,1,2,2,374,Compatible,20,female
3,below,650,1,red,1,1,1,351,Compatible,20,female
3,below,50,1,red,1,1,1,345,Incompatible,20,female
3,below,650,2,lime,1,2,2,324,Compatible,20,female
3,below,650,2,lime,1,2,2,368,Compatible,20,female
3,below,950,2,lime,1,2,2,357,Incompatible,20,female
3,below,950,2,lime,1,2,2,300,Incompatible,20,female
3,below,650,2,lime,1,2,2,280,Incompatible,20,female
3,below,350,1,red,1,1,1,337,Compatible,20,female
3,below,50,1,red,1,1,1,396,Compatible,20,female
3,below,950,2,lime,1,2,2,369,Compatible,20,female
3,below,350,2,lime,1,2,2,326,Compatible,20,female
3,below,50,1,red,1,1,1,353,Incompatible,20,female
3,below,350,1,red,1,1,1,311,Incompatible,20,female
3,below,950,2,lime,1,2,2,255,Compatible,20,female
3,below,650,2,lime,1,2,2,382,Incompatible,20,female
3,below,950,1,red,1,1,1,379,Compatible,20,female
3,below,50,2,lime,1,2,2,348,Compatible,20,female
3,below,650,1,red,1,1,1,359,Incompatible,20,female
3,below,350,1,red,0,1,2,325,Compatible,20,female
3,below,650,1,red,1,1,1,334,Incompatible,20,female
3,below,350,2,lime,1,2,2,381,Incompatible,20,female
3,below,50,2,lime,0,2,1,430,Incompatible,20,female
3,below,950,1,red,1,1,1,356,Incompatible,20,female
3,below,950,1,red,1,1,1,314,Incompatible,20,female
3,below,950,1,red,1,1,1,292,Compatible,20,female
3,below,50,2,lime,1,2,2,393,Incompatible,20,female
3,below,350,1,red,1,1,1,318,Compatible,20,female
3,below,650,2,lime,0,2,1,281,Compatible,20,female
3,below,350,1,red,1,1,1,557,Compatible,20,female
3,below,950,2,lime,1,2,2,371,Compatible,20,female
3,below,50,1,red,1,1,1,389,Incompatible,20,female
3,below,50,2,lime,1,2,2,637,Incompatible,20,female
3,below,350,1,red,1,1,1,328,Incompatible,20,female
3,below,50,2,lime,1,2,2,340,Compatible,20,female
3,below,650,1,red,1,1,1,302,Incompatible,20,female
3,below,350,2,lime,1,2,2,326,Compatible,20,female
3,below,950,1,red,1,1,1,269,Incompatible,20,female
3,below,50,1,red,1,1,1,435,Incompatible,20,female
3,below,950,1,red,1,1,1,302,Compatible,20,female
3,below,350,2,lime,1,2,2,350,Incompatible,20,female
3,below,650,1,red,1,1,1,328,Compatible,20,female
3,below,50,1,red,1,1,1,412,Compatible,20,female
3,below,650,2,lime,1,2,2,340,Incompatible,20,female
3,below,650,2,lime,1,2,2,319,Incompatible,20,female
3,below,650,2,lime,0,2,1,346,Compatible,20,female
3,below,350,2,lime,1,2,2,314,Compatible,20,female
3,below,650,1,red,1,1,1,351,Incompatible,20,female
3,below,950,2,lime,1,2,2,309,Incompatible,20,female
3,below,950,2,lime,1,2,2,325,Incompatible,20,female
3,below,650,1,red,1,1,1,353,Compatible,20,female
3,below,950,2,lime,1,2,2,359,Compatible,20,female
3,below,50,2,lime,1,2,2,393,Compatible,20,female
3,below,350,1,red,1,1,1,366,Incompatible,20,female
3,below,350,2,lime,1,2,2,324,Incompatible,20,female
3,below,50,1,red,1,1,1,391,Compatible,20,female
3,below,950,1,red,1,1,1,332,Incompatible,20,female
3,below,50,2,lime,1,2,2,431,Incompatible,20,female
3,below,50,1,red,1,1,1,359,Compatible,20,female
3,below,50,1,red,0,1,2,393,Incompatible,20,female
3,below,650,1,red,1,1,1,372,Incompatible,20,female
3,below,50,2,lime,1,2,2,437,Incompatible,20,female
3,below,650,1,red,1,1,1,364,Incompatible,20,female
3,below,950,1,red,1,1,1,386,Compatible,20,female
3,below,350,2,lime,1,2,2,471,Incompatible,20,female
3,below,650,1,red,1,1,1,421,Compatible,20,female
3,below,950,2,lime,1,2,2,344,Compatible,20,female
3,below,950,2,lime,1,2,2,327,Compatible,20,female
3,below,50,2,lime,1,2,2,587,Compatible,20,female
3,below,950,1,red,1,1,1,328,Incompatible,20,female
3,below,650,2,lime,1,2,2,387,Compatible,20,female
3,below,950,1,red,1,1,1,336,Compatible,20,female
3,below,50,1,red,1,1,1,379,Incompatible,20,female
3,below,350,2,lime,1,2,2,313,Incompatible,20,female
3,below,650,1,red,1,1,1,293,Compatible,20,female
3,below,350,1,red,1,1,1,334,Compatible,20,female
3,below,650,2,lime,1,2,2,328,Compatible,20,female
3,below,350,1,red,1,1,1,304,Incompatible,20,female
3,below,950,1,red,1,1,1,336,Incompatible,20,female
3,below,50,1,red,1,1,1,371,Compatible,20,female
3,below,50,2,lime,1,2,2,347,Compatible,20,female
3,below,650,2,lime,1,2,2,334,Incompatible,20,female
3,below,950,2,lime,1,2,2,365,Incompatible,20,female
3,below,350,1,red,1,1,1,323,Incompatible,20,female
3,below,650,2,lime,1,2,2,350,Incompatible,20,female
3,below,350,2,lime,1,2,2,300,Compatible,20,female
3,below,350,1,red,1,1,1,301,Compatible,20,female
3,below,950,2,lime,1,2,2,285,Incompatible,20,female
3,below,350,2,lime,1,2,2,286,Compatible,20,female
3,below,350,1,red,1,1,1,278,Incompatible,20,female
3,below,50,2,lime,1,2,2,315,Compatible,20,female
3,below,950,2,lime,1,2,2,267,Incompatible,20,female
3,below,350,2,lime,1,2,2,300,Compatible,20,female
3,below,950,2,lime,1,2,2,261,Incompatible,20,female
3,below,350,2,lime,1,2,2,279,Incompatible,20,female
3,below,650,2,lime,1,2,2,300,Incompatible,20,female
3,below,950,2,lime,1,2,2,317,Compatible,20,female
3,below,50,2,lime,1,2,2,456,Compatible,20,female
3,below,650,2,lime,1,2,2,262,Compatible,20,female
3,below,50,2,lime,1,2,2,308,Incompatible,20,female
3,below,950,1,red,1,1,1,333,Compatible,20,female
3,below,650,1,red,1,1,1,296,Incompatible,20,female
3,below,650,1,red,1,1,1,324,Compatible,20,female
3,below,50,2,lime,1,2,2,352,Incompatible,20,female
3,below,650,2,lime,1,2,2,305,Compatible,20,female
3,below,350,1,red,1,1,1,353,Compatible,20,female
3,below,350,1,red,1,1,1,351,Compatible,20,female
3,below,950,1,red,1,1,1,334,Incompatible,20,female
3,below,50,1,red,1,1,1,368,Incompatible,20,female
3,below,50,1,red,1,1,1,386,Compatible,20,female
3,below,650,1,red,1,1,1,315,Incompatible,20,female
3,below,350,1,red,1,1,1,299,Incompatible,20,female
3,below,950,1,red,1,1,1,291,Incompatible,20,female
3,below,50,1,red,1,1,1,336,Incompatible,20,female
3,below,950,2,lime,1,2,2,367,Compatible,20,female
3,below,50,1,red,1,1,1,296,Compatible,20,female
3,below,650,1,red,1,1,1,309,Compatible,20,female
3,below,650,2,lime,1,2,2,273,Incompatible,20,female
3,below,350,2,lime,1,2,2,331,Compatible,20,female
3,below,950,1,red,1,1,1,306,Compatible,20,female
3,below,350,2,lime,1,2,2,331,Incompatible,20,female
3,below,650,1,red,1,1,1,320,Compatible,20,female
3,below,950,2,lime,1,2,2,280,Compatible,20,female
3,below,650,1,red,1,1,1,293,Incompatible,20,female
3,below,50,2,lime,1,2,2,313,Incompatible,20,female
3,below,950,1,red,0,1,2,330,Compatible,20,female
3,below,950,1,red,1,1,1,315,Compatible,20,female
3,below,350,2,lime,0,2,1,330,Compatible,20,female
3,below,650,2,lime,1,2,2,328,Incompatible,20,female
3,below,950,1,red,1,1,1,335,Incompatible,20,female
3,below,350,2,lime,1,2,2,350,Compatible,20,female
3,below,650,2,lime,1,2,2,328,Compatible,20,female
3,below,350,1,red,1,1,1,352,Compatible,20,female
3,below,950,2,lime,1,2,2,310,Compatible,20,female
3,below,650,1,red,1,1,1,322,Compatible,20,female
3,below,50,2,lime,1,2,2,526,Compatible,20,female
3,below,350,1,red,1,1,1,293,Incompatible,20,female
3,below,50,1,red,1,1,1,370,Incompatible,20,female
3,below,650,1,red,1,1,1,307,Incompatible,20,female
3,below,650,2,lime,1,2,2,304,Incompatible,20,female
3,below,350,2,lime,1,2,2,336,Incompatible,20,female
3,below,950,2,lime,1,2,2,263,Incompatible,20,female
3,below,950,1,red,1,1,1,289,Incompatible,20,female
3,below,50,2,lime,1,2,2,414,Incompatible,20,female
3,below,350,1,red,1,1,1,450,Incompatible,20,female
3,below,950,2,lime,1,2,2,260,Incompatible,20,female
3,below,50,1,red,1,1,1,362,Compatible,20,female
3,below,650,2,lime,1,2,2,301,Compatible,20,female
3,below,350,1,red,1,1,1,309,Compatible,20,female
