Subject,dis_loc,SOA,acc,target,targetSquare.ACC,targetSquare.CRESP,targetSquare.RESP,targetSquare.RT,Compatability,Age,Sex
1,above,650,1,red,1,1,1,259,Compatible,20,male
1,above,350,1,red,1,1,1,381,Compatible,20,male
1,above,350,1,red,1,1,1,435,Compatible,20,male
1,above,50,2,lime,1,2,2,456,Incompatible,20,male
1,above,350,2,lime,1,2,2,419,Incompatible,20,male
1,above,650,2,lime,1,2,2,298,Incompatible,20,male
1,above,950,1,red,1,1,1,474,Compatible,20,male
1,above,950,2,lime,1,2,2,452,Incompatible,20,male
1,above,950,2,lime,1,2,2,342,Compatible,20,male
1,above,50,1,red,1,1,1,457,Incompatible,20,male
1,above,950,2,lime,1,2,2,323,Incompatible,20,male
1,above,950,1,red,1,1,1,355,Incompatible,20,male
1,above,650,2,lime,1,2,2,405,Incompatible,20,male
1,above,350,1,red,1,1,1,377,Incompatible,20,male
1,above,50,2,lime,1,2,2,451,Compatible,20,male
1,above,350,2,lime,1,2,2,381,Compatible,20,male
1,above,350,1,red,1,1,1,346,Incompatible,20,male
1,above,350,2,lime,1,2,2,385,Incompatible,20,male
1,above,50,2,lime,1,2,2,417,Compatible,20,male
1,above,650,1,red,1,1,1,313,Incompatible,20,male
1,above,650,1,red,1,1,1,325,Compatible,20,male
1,above,950,2,lime,0,2,1,397,Compatible,20,male
1,above,650,2,lime,1,2,2,439,Compatible,20,male
1,above,50,1,red,1,1,1,589,Compatible,20,male
1,above,50,1,red,1,1,1,446,Incompatible,20,male
1,above,950,1,red,1,1,1,385,Compatible,20,male
1,above,650,1,red,1,1,1,498,Incompatible,20,male
1,above,50,1,red,1,1,1,533,Compatible,20,male
1,above,950,1,red,1,1,1,460,Incompatible,20,male
1,above,350,2,lime,1,2,2,366,Compatible,20,male
1,above,650,2,lime,1,2,2,328,Compatible,20,male
1,above,50,2,lime,1,2,2,435,Incompatible,20,male
1,above,50,1,red,1,1,1,449,Compatible,20,male
1,above,650,2,lime,1,2,2,247,Incompatible,20,male
1,above,950,2,lime,1,2,2,410,Incompatible,20,male
1,above,350,2,lime,1,2,2,391,Incompatible,20,male
1,above,350,2,lime,1,2,2,291,Incompatible,20,male
1,above,50,2,lime,1,2,2,312,Compatible,20,male
1,above,650,1,red,1,1,1,380,Compatible,20,male
1,above,350,1,red,1,1,1,378,Compatible,20,male
1,above,50,2,lime,1,2,2,467,Compatible,20,male
1,above,950,1,red,1,1,1,325,Compatible,20,male
1,above,350,2,lime,1,2,2,468,Compatible,20,male
1,above,950,1,red,1,1,1,365,Compatible,20,male
1,above,950,1,red,1,1,1,387,Incompatible,20,male
1,above,950,2,lime,1,2,2,400,Incompatible,20,male
1,above,50,2,lime,1,2,2,488,Incompatible,20,male
1,above,650,1,red,1,1,1,477,Compatible,20,male
1,above,350,1,red,1,1,1,510,Incompatible,20,male
1,above,50,1,red,0,1,2,626,Incompatible,20,male
1,above,50,1,red,1,1,1,459,Compatible,20,male
1,above,350,2,lime,1,2,2,381,Compatible,20,male
1,above,650,2,lime,1,2,2,318,Compatible,20,male
1,above,950,2,lime,1,2,2,326,Compatible,20,male
1,above,650,1,red,1,1,1,353,Incompatible,20,male
1,above,650,2,lime,1,2,2,595,Compatible,20,male
1,above,650,1,red,1,1,1,324,Incompatible,20,male
1,above,50,2,lime,1,2,2,487,Incompatible,20,male
1,above,950,1,red,1,1,1,352,Incompatible,20,male
1,above,350,1,red,1,1,1,407,Incompatible,20,male
1,above,350,1,red,1,1,1,435,Compatible,20,male
1,above,650,2,lime,1,2,2,330,Incompatible,20,male
1,above,950,2,lime,1,2,2,265,Compatible,20,male
1,above,50,1,red,1,1,1,415,Incompatible,20,male
1,above,350,1,red,1,1,1,448,Incompatible,20,male
1,above,950,1,red,1,1,1,282,Compatible,20,male
1,above,650,1,red,1,1,1,343,Compatible,20,male
1,above,950,1,red,1,1,1,271,Compatible,20,male
1,above,650,2,lime,1,2,2,259,Incompatible,20,male
1,above,350,1,red,1,1,1,374,Compatible,20,male
1,above,50,1,red,1,1,1,359,Compatible,20,male
1,above,950,2,lime,1,2,2,261,Compatible,20,male
1,above,650,2,lime,1,2,2,355,Compatible,20,male
1,above,650,1,red,1,1,1,446,Compatible,20,male
1,above,950,2,lime,0,2,1,377,Compatible,20,male
1,above,350,2,lime,1,2,2,416,Compatible,20,male
1,above,650,2,lime,1,2,2,631,Incompatible,20,male
1,above,50,2,lime,1,2,2,398,Compatible,20,male
1,above,50,2,lime,1,2,2,342,Incompatible,20,male
1,above,50,1,red,1,1,1,473,Incompatible,20,male
1,above,650,1,red,0,1,2,318,Incompatible,20,male
1,above,950,2,lime,1,2,2,336,Incompatible,20,male
1,above,50,1,red,1,1,1,499,Compatible,20,male
1,above,50,2,lime,1,2,2,423,Incompatible,20,male
1,above,50,1,red,1,1,1,534,Incompatible,20,male
1,above,350,1,red,1,1,1,509,Incompatible,20,male
1,above,350,2,lime,1,2,2,414,Compatible,20,male
1,above,650,2,lime,1,2,2,573,Compatible,20,male
1,above,50,2,lime,1,2,2,366,Compatible,20,male
1,above,350,2,lime,1,2,2,420,Incompatible,20,male
1,above,950,1,red,1,1,1,343,Incompatible,20,male
1,above,950,2,lime,1,2,2,374,Incompatible,20,male
1,above,350,2,lime,1,2,2,444,Incompatible,20,male
1,above,650,1,red,1,1,1,379,Incompatible,20,male
1,above,950,1,red,1,1,1,400,Incompatible,20,male
1,above,350,1,red,1,1,1,373,Compatible,20,male
1,above,950,2,lime,1,2,2,294,Compatible,20,male
1,above,950,2,lime,1,2,2,295,Incompatible,20,male
1,above,950,2,lime,1,2,2,264,Compatible,20,male
1,above,50,2,lime,1,2,2,294,Compatible,20,male
1,above,350,2,lime,1,2,2,327,Incompatible,20,male
1,above,950,1,red,1,1,1,222,Incompatible,20,male
1,above,650,2,lime,1,2,2,342,Incompatible,20,male
1,above,50,2,lime,1,2,2,441,Compatible,20,male
1,above,950,1,red,1,1,1,404,Compatible,20,male
1,above,950,1,red,1,1,1,408,Compatible,20,male
1,above,50,1,red,1,1,1,496,Incompatible,20,male
1,above,350,2,lime,1,2,2,368,Compatible,20,male
1,above,650,1,red,1,1,1,433,Compatible,20,male
1,above,350,1,red,1,1,1,468,Compatible,20,male
1,above,350,1,red,1,1,1,510,Incompatible,20,male
1,above,50,1,red,1,1,1,434,Compatible,20,male
1,above,650,2,lime,1,2,2,321,Compatible,20,male
1,above,350,1,red,1,1,1,408,Compatible,20,male
1,above,650,1,red,1,1,1,344,Compatible,20,male
1,above,50,1,red,1,1,1,443,Compatible,20,male
1,above,950,1,red,1,1,1,390,Incompatible,20,male
1,above,650,1,red,1,1,1,447,Incompatible,20,male
1,above,650,2,lime,1,2,2,310,Compatible,20,male
1,above,650,2,lime,1,2,2,394,Incompatible,20,male
1,above,350,1,red,1,1,1,511,Incompatible,20,male
1,above,650,1,red,1,1,1,451,Incompatible,20,male
1,above,350,2,lime,1,2,2,366,Incompatible,20,male
1,above,50,2,lime,1,2,2,463,Incompatible,20,male
1,above,50,1,red,0,1,2,509,Incompatible,20,male
1,above,50,2,lime,0,2,1,427,Incompatible,20,male
1,above,950,2,lime,1,2,2,344,Incompatible,20,male
1,above,350,2,lime,1,2,2,375,Compatible,20,male
1,above,50,1,red,1,1,1,414,Incompatible,20,male
1,above,350,2,lime,1,2,2,442,Incompatible,20,male
1,above,950,1,red,1,1,1,501,Compatible,20,male
1,above,950,2,lime,1,2,2,277,Compatible,20,male
1,above,350,1,red,1,1,1,511,Compatible,20,male
1,above,650,1,red,1,1,1,363,Compatible,20,male
1,above,650,2,lime,1,2,2,277,Incompatible,20,male
1,above,650,2,lime,1,2,2,339,Incompatible,20,male
1,above,650,1,red,1,1,1,446,Compatible,20,male
1,above,50,2,lime,1,2,2,468,Incompatible,20,male
1,above,350,1,red,1,1,1,462,Incompatible,20,male
1,above,350,2,lime,1,2,2,312,Incompatible,20,male
1,above,950,2,lime,1,2,2,352,Compatible,20,male
1,above,650,1,red,1,1,1,459,Incompatible,20,male
1,above,950,1,red,1,1,1,677,Compatible,20,male
1,above,50,2,lime,1,2,2,434,Compatible,20,male
1,above,950,2,lime,1,2,2,365,Incompatible,20,male
1,above,350,1,red,1,1,1,475,Incompatible,20,male
1,above,50,1,red,1,1,1,416,Compatible,20,male
1,above,650,2,lime,1,2,2,296,Compatible,20,male
1,above,350,2,lime,1,2,2,448,Compatible,20,male
1,above,50,1,red,1,1,1,431,Compatible,20,male
1,above,950,1,red,1,1,1,394,Incompatible,20,male
1,above,950,2,lime,1,2,2,262,Incompatible,20,male
1,above,50,2,lime,1,2,2,388,Incompatible,20,male
1,above,50,2,lime,1,2,2,349,Compatible,20,male
1,above,650,1,red,1,1,1,423,Incompatible,20,male
1,above,350,1,red,1,1,1,339,Compatible,20,male
1,above,650,2,lime,1,2,2,310,Compatible,20,male
1,above,350,2,lime,1,2,2,270,Compatible,20,male
1,above,950,1,red,1,1,1,424,Incompatible,20,male
1,above,50,1,red,0,1,2,415,Incompatible,20,male
1,above,50,1,red,1,1,1,369,Compatible,20,male
1,above,650,2,lime,1,2,2,299,Compatible,20,male
1,above,950,1,red,1,1,1,371,Compatible,20,male
1,above,950,2,lime,1,2,2,345,Compatible,20,male
1,above,350,2,lime,1,2,2,288,Compatible,20,male
1,above,350,1,red,1,1,1,424,Compatible,20,male
1,above,950,1,red,1,1,1,556,Incompatible,20,male
1,above,350,1,red,1,1,1,370,Incompatible,20,male
1,above,650,2,lime,1,2,2,380,Incompatible,20,male
1,above,350,1,red,1,1,1,401,Incompatible,20,male
1,above,950,2,lime,1,2,2,468,Compatible,20,male
1,above,50,1,red,1,1,1,465,Incompatible,20,male
1,above,350,1,red,1,1,1,347,Compatible,20,male
1,above,950,2,lime,1,2,2,266,Incompatible,20,male
1,above,650,1,red,1,1,1,287,Incompatible,20,male
1,above,50,2,lime,1,2,2,436,Incompatible,20,male
1,above,950,1,red,0,1,2,191,Incompatible,20,male
1,above,950,1,red,1,1,1,382,Compatible,20,male
1,above,50,2,lime,1,2,2,383,Compatible,20,male
1,above,50,1,red,1,1,1,464,Incompatible,20,male
1,above,50,2,lime,1,2,2,333,Compatible,20,male
1,above,50,1,red,1,1,1,392,Compatible,20,male
1,above,650,1,red,1,1,1,345,Compatible,20,male
1,above,650,2,lime,1,2,2,276,Compatible,20,male
1,above,350,2,lime,0,2,1,357,Incompatible,20,male
1,above,650,1,red,1,1,1,377,Incompatible,20,male
1,above,650,1,red,1,1,1,515,Compatible,20,male
1,above,650,2,lime,1,2,2,415,Incompatible,20,male
1,above,350,2,lime,1,2,2,347,Incompatible,20,male
1,above,950,2,lime,1,2,2,433,Incompatible,20,male
1,above,50,2,lime,1,2,2,376,Incompatible,20,male
1,above,350,2,lime,1,2,2,325,Compatible,20,male
1,above,650,2,lime,1,2,2,281,Compatible,20,male
1,above,650,2,lime,1,2,2,270,Compatible,20,male
1,above,350,1,red,1,1,1,336,Compatible,20,male
1,above,950,2,lime,1,2,2,279,Incompatible,20,male
1,above,50,1,red,1,1,1,467,Compatible,20,male
1,above,350,2,lime,1,2,2,301,Incompatible,20,male
1,above,50,2,lime,1,2,2,385,Compatible,20,male
1,above,950,1,red,1,1,1,382,Compatible,20,male
1,above,350,2,lime,1,2,2,315,Incompatible,20,male
1,above,650,2,lime,1,2,2,503,Incompatible,20,male
1,above,650,1,red,1,1,1,315,Compatible,20,male
1,above,950,1,red,1,1,1,275,Incompatible,20,male
1,above,350,1,red,1,1,1,484,Incompatible,20,male
1,above,350,2,lime,1,2,2,309,Compatible,20,male
1,above,50,2,lime,0,2,1,369,Incompatible,20,male
1,above,350,2,lime,1,2,2,416,Compatible,20,male
1,above,50,2,lime,1,2,2,416,Compatible,20,male
1,above,350,1,red,1,1,1,403,Incompatible,20,male
1,above,650,1,red,1,1,1,411,Incompatible,20,male
1,above,50,1,red,1,1,1,483,Incompatible,20,male
1,above,950,1,red,1,1,1,315,Incompatible,20,male
1,above,50,2,lime,1,2,2,334,Incompatible,20,male
1,above,650,1,red,1,1,1,361,Compatible,20,male
1,above,650,1,red,1,1,1,395,Incompatible,20,male
1,above,50,1,red,1,1,1,452,Incompatible,20,male
1,above,50,1,red,1,1,1,378,Compatible,20,male
1,above,950,1,red,1,1,1,328,Compatible,20,male
1,above,950,2,lime,1,2,2,247,Compatible,20,male
1,above,650,2,lime,1,2,2,373,Incompatible,20,male
1,above,350,1,red,1,1,1,347,Compatible,20,male
1,above,950,2,lime,0,2,1,346,Incompatible,20,male
1,above,950,2,lime,1,2,2,275,Compatible,20,male
1,above,350,2,lime,1,2,2,297,Compatible,20,male
1,above,50,1,red,1,1,1,381,Compatible,20,male
1,above,950,1,red,1,1,1,402,Compatible,20,male
1,above,50,1,red,1,1,1,570,Incompatible,20,male
1,above,350,1,red,1,1,1,424,Incompatible,20,male
1,above,650,1,red,1,1,1,368,Incompatible,20,male
1,above,650,2,lime,1,2,2,321,Incompatible,20,male
1,above,650,1,red,1,1,1,557,Incompatible,20,male
1,above,50,2,lime,1,2,2,527,Incompatible,20,male
1,above,350,2,lime,1,2,2,302,Compatible,20,male
1,above,50,2,lime,1,2,2,449,Incompatible,20,male
1,above,650,2,lime,1,2,2,232,Incompatible,20,male
1,above,950,2,lime,1,2,2,291,Incompatible,20,male
1,above,950,1,red,1,1,1,460,Incompatible,20,male
1,above,350,1,red,1,1,1,430,Compatible,20,male
1,above,350,1,red,1,1,1,385,Compatible,20,male
1,above,350,2,lime,1,2,2,382,Incompatible,20,male
1,above,950,2,lime,1,2,2,267,Compatible,20,male
1,above,650,1,red,1,1,1,353,Compatible,20,male
1,above,950,2,lime,1,2,2,263,Incompatible,20,male
1,above,50,2,lime,1,2,2,461,Compatible,20,male
1,above,950,1,red,1,1,1,383,Incompatible,20,male
1,above,650,2,lime,1,2,2,360,Compatible,20,male
1,above,50,1,red,1,1,1,426,Compatible,20,male
1,above,50,1,red,1,1,1,578,Incompatible,20,male
1,above,350,2,lime,1,2,2,415,Incompatible,20,male
1,above,950,2,lime,1,2,2,291,Compatible,20,male
1,above,50,2,lime,1,2,2,512,Compatible,20,male
1,above,650,1,red,1,1,1,308,Compatible,20,male
1,above,350,1,red,1,1,1,444,Incompatible,20,male
1,above,650,2,lime,1,2,2,307,Compatible,20,male
1,above,950,1,red,1,1,1,315,Compatible,20,male
10,above,950,2,red,1,2,2,318,Compatible,20,male
10,above,350,2,red,1,2,2,277,Compatible,20,male
10,above,650,1,lime,1,1,1,282,Compatible,20,male
10,above,950,2,red,1,2,2,296,Incompatible,20,male
10,above,650,2,red,1,2,2,396,Incompatible,20,male
10,above,650,2,red,1,2,2,316,Compatible,20,male
10,above,650,2,red,1,2,2,296,Compatible,20,male
10,above,950,2,red,1,2,2,279,Incompatible,20,male
10,above,50,1,lime,1,1,1,412,Incompatible,20,male
10,above,50,2,red,1,2,2,356,Incompatible,20,male
10,above,650,2,red,1,2,2,270,Incompatible,20,male
10,above,50,1,lime,1,1,1,387,Compatible,20,male
10,above,950,1,lime,1,1,1,311,Compatible,20,male
10,above,50,2,red,1,2,2,363,Compatible,20,male
10,above,50,1,lime,1,1,1,309,Compatible,20,male
10,above,50,1,lime,1,1,1,424,Incompatible,20,male
10,above,650,1,lime,1,1,1,415,Incompatible,20,male
10,above,950,1,lime,1,1,1,331,Compatible,20,male
10,above,50,2,red,1,2,2,356,Compatible,20,male
10,above,950,1,lime,1,1,1,331,Incompatible,20,male
10,above,350,2,red,1,2,2,322,Incompatible,20,male
10,above,350,1,lime,1,1,1,321,Compatible,20,male
10,above,650,1,lime,1,1,1,293,Compatible,20,male
10,above,650,1,lime,1,1,1,369,Incompatible,20,male
10,above,350,1,lime,1,1,1,351,Incompatible,20,male
10,above,50,2,red,1,2,2,440,Incompatible,20,male
10,above,350,1,lime,1,1,1,259,Compatible,20,male
10,above,950,2,red,1,2,2,397,Compatible,20,male
10,above,350,2,red,1,2,2,393,Incompatible,20,male
10,above,350,2,red,1,2,2,348,Compatible,20,male
10,above,950,1,lime,1,1,1,324,Incompatible,20,male
10,above,350,1,lime,1,1,1,339,Incompatible,20,male
10,above,50,1,lime,1,1,1,500,Compatible,20,male
10,above,950,2,red,1,2,2,349,Compatible,20,male
10,above,650,2,red,1,2,2,311,Compatible,20,male
10,above,350,2,red,1,2,2,303,Compatible,20,male
10,above,950,2,red,1,2,2,327,Compatible,20,male
10,above,650,2,red,1,2,2,274,Incompatible,20,male
10,above,50,2,red,1,2,2,415,Incompatible,20,male
10,above,650,1,lime,1,1,1,263,Incompatible,20,male
10,above,950,2,red,1,2,2,256,Incompatible,20,male
10,above,950,1,lime,1,1,1,307,Compatible,20,male
10,above,50,1,lime,1,1,1,319,Compatible,20,male
10,above,350,2,red,1,2,2,293,Incompatible,20,male
10,above,950,1,lime,1,1,1,310,Incompatible,20,male
10,above,50,1,lime,1,1,1,393,Incompatible,20,male
10,above,650,1,lime,1,1,1,282,Compatible,20,male
10,above,350,1,lime,1,1,1,362,Incompatible,20,male
10,above,650,1,lime,1,1,1,268,Compatible,20,male
10,above,950,1,lime,1,1,1,294,Compatible,20,male
10,above,350,1,lime,1,1,1,494,Incompatible,20,male
10,above,350,2,red,1,2,2,311,Incompatible,20,male
10,above,50,2,red,1,2,2,306,Compatible,20,male
10,above,650,2,red,1,2,2,309,Compatible,20,male
10,above,350,2,red,1,2,2,286,Compatible,20,male
10,above,950,1,lime,1,1,1,318,Incompatible,20,male
10,above,650,1,lime,1,1,1,338,Incompatible,20,male
10,above,650,2,red,1,2,2,340,Incompatible,20,male
10,above,950,2,red,1,2,2,475,Incompatible,20,male
10,above,50,2,red,1,2,2,375,Incompatible,20,male
10,above,50,1,lime,1,1,1,401,Incompatible,20,male
10,above,350,1,lime,1,1,1,309,Compatible,20,male
10,above,50,2,red,1,2,2,345,Compatible,20,male
10,above,350,1,lime,1,1,1,335,Compatible,20,male
10,above,650,2,red,1,2,2,269,Incompatible,20,male
10,above,50,1,lime,1,1,1,419,Compatible,20,male
10,above,350,1,lime,1,1,1,293,Compatible,20,male
10,above,350,2,red,1,2,2,365,Incompatible,20,male
10,above,50,1,lime,1,1,1,367,Incompatible,20,male
10,above,50,2,red,1,2,2,321,Compatible,20,male
10,above,950,2,red,1,2,2,248,Incompatible,20,male
10,above,650,2,red,1,2,2,294,Compatible,20,male
10,above,350,1,lime,1,1,1,342,Incompatible,20,male
10,above,50,1,lime,1,1,1,408,Compatible,20,male
10,above,650,1,lime,1,1,1,417,Incompatible,20,male
10,above,950,1,lime,1,1,1,308,Compatible,20,male
10,above,650,2,red,1,2,2,305,Compatible,20,male
10,above,350,2,red,1,2,2,305,Compatible,20,male
10,above,50,1,lime,1,1,1,356,Incompatible,20,male
10,above,650,2,red,1,2,2,327,Incompatible,20,male
10,above,350,2,red,0,2,1,342,Incompatible,20,male
10,above,350,1,lime,1,1,1,352,Incompatible,20,male
10,above,50,2,red,1,2,2,418,Incompatible,20,male
10,above,50,2,red,1,2,2,321,Compatible,20,male
10,above,50,2,red,1,2,2,405,Incompatible,20,male
10,above,950,1,lime,1,1,1,337,Incompatible,20,male
10,above,650,1,lime,1,1,1,396,Compatible,20,male
10,above,950,2,red,1,2,2,313,Incompatible,20,male
10,above,950,1,lime,1,1,1,345,Incompatible,20,male
10,above,950,2,red,1,2,2,520,Compatible,20,male
10,above,350,1,lime,1,1,1,408,Compatible,20,male
10,above,950,2,red,1,2,2,372,Compatible,20,male
10,above,650,1,lime,1,1,1,406,Incompatible,20,male
10,above,950,1,lime,1,1,1,562,Compatible,20,male
10,above,350,2,red,1,2,2,327,Compatible,20,male
10,above,650,1,lime,1,1,1,347,Compatible,20,male
10,above,50,2,red,1,2,2,386,Compatible,20,male
10,above,950,2,red,1,2,2,311,Compatible,20,male
10,above,350,1,lime,1,1,1,336,Incompatible,20,male
10,above,50,1,lime,1,1,1,378,Incompatible,20,male
10,above,650,1,lime,1,1,1,348,Compatible,20,male
10,above,950,1,lime,1,1,1,354,Compatible,20,male
10,above,950,1,lime,1,1,1,329,Compatible,20,male
10,above,350,1,lime,1,1,1,464,Incompatible,20,male
10,above,350,2,red,1,2,2,338,Compatible,20,male
10,above,50,1,lime,1,1,1,349,Compatible,20,male
10,above,50,2,red,1,2,2,431,Incompatible,20,male
10,above,650,1,lime,1,1,1,350,Compatible,20,male
10,above,950,2,red,1,2,2,276,Compatible,20,male
10,above,50,1,lime,1,1,1,394,Incompatible,20,male
10,above,350,2,red,1,2,2,383,Compatible,20,male
10,above,950,2,red,1,2,2,284,Incompatible,20,male
10,above,50,2,red,1,2,2,344,Compatible,20,male
10,above,350,2,red,1,2,2,383,Incompatible,20,male
10,above,650,1,lime,1,1,1,360,Incompatible,20,male
10,above,950,2,red,1,2,2,430,Incompatible,20,male
10,above,50,1,lime,1,1,1,518,Compatible,20,male
10,above,950,1,lime,1,1,1,590,Incompatible,20,male
10,above,350,1,lime,1,1,1,434,Compatible,20,male
10,above,350,1,lime,1,1,1,301,Compatible,20,male
10,above,350,2,red,1,2,2,236,Incompatible,20,male
10,above,950,1,lime,1,1,1,255,Incompatible,20,male
10,above,650,2,red,1,2,2,270,Incompatible,20,male
10,above,50,2,red,1,2,2,395,Incompatible,20,male
10,above,650,2,red,1,2,2,316,Compatible,20,male
10,above,650,2,red,1,2,2,328,Compatible,20,male
10,above,650,2,red,1,2,2,299,Incompatible,20,male
10,above,650,1,lime,1,1,1,327,Incompatible,20,male
10,above,50,2,red,1,2,2,420,Incompatible,20,male
10,above,950,1,lime,1,1,1,296,Compatible,20,male
10,above,350,2,red,1,2,2,321,Compatible,20,male
10,above,650,1,lime,1,1,1,371,Compatible,20,male
10,above,350,1,lime,1,1,1,393,Incompatible,20,male
10,above,350,1,lime,1,1,1,278,Compatible,20,male
10,above,950,2,red,1,2,2,335,Compatible,20,male
10,above,650,2,red,1,2,2,354,Incompatible,20,male
10,above,650,1,lime,1,1,1,317,Incompatible,20,male
10,above,350,2,red,1,2,2,332,Incompatible,20,male
10,above,350,1,lime,1,1,1,371,Incompatible,20,male
10,above,50,1,lime,1,1,1,372,Incompatible,20,male
10,above,650,1,lime,1,1,1,254,Incompatible,20,male
10,above,950,2,red,1,2,2,248,Incompatible,20,male
10,above,650,2,red,1,2,2,335,Compatible,20,male
10,above,950,1,lime,1,1,1,318,Compatible,20,male
10,above,950,1,lime,1,1,1,278,Incompatible,20,male
10,above,50,2,red,1,2,2,386,Incompatible,20,male
10,above,50,1,lime,1,1,1,443,Incompatible,20,male
10,above,950,1,lime,1,1,1,342,Incompatible,20,male
10,above,950,2,red,1,2,2,389,Compatible,20,male
10,above,350,2,red,1,2,2,306,Compatible,20,male
10,above,50,1,lime,1,1,1,366,Compatible,20,male
10,above,650,2,red,1,2,2,288,Compatible,20,male
10,above,650,2,red,1,2,2,276,Incompatible,20,male
10,above,50,1,lime,1,1,1,402,Compatible,20,male
10,above,950,2,red,1,2,2,230,Incompatible,20,male
10,above,350,2,red,1,2,2,322,Incompatible,20,male
10,above,50,2,red,1,2,2,293,Compatible,20,male
10,above,650,1,lime,1,1,1,322,Compatible,20,male
10,above,350,1,lime,1,1,1,761,Compatible,20,male
10,above,50,2,red,1,2,2,331,Compatible,20,male
10,above,350,2,red,1,2,2,261,Incompatible,20,male
10,above,650,2,red,1,2,2,268,Incompatible,20,male
10,above,650,1,lime,1,1,1,273,Compatible,20,male
10,above,50,1,lime,1,1,1,335,Compatible,20,male
10,above,350,1,lime,1,1,1,389,Incompatible,20,male
10,above,650,2,red,0,2,1,350,Incompatible,20,male
10,above,650,1,lime,1,1,1,355,Compatible,20,male
10,above,950,2,red,1,2,2,345,Compatible,20,male
10,above,950,1,lime,1,1,1,528,Incompatible,20,male
10,above,350,2,red,1,2,2,360,Compatible,20,male
10,above,950,1,lime,1,1,1,278,Incompatible,20,male
10,above,350,1,lime,1,1,1,462,Compatible,20,male
10,above,950,2,red,1,2,2,329,Incompatible,20,male
10,above,50,2,red,1,2,2,356,Compatible,20,male
10,above,950,1,lime,1,1,1,322,Compatible,20,male
10,above,350,2,red,1,2,2,337,Incompatible,20,male
10,above,50,2,red,1,2,2,388,Incompatible,20,male
10,above,50,1,lime,1,1,1,389,Compatible,20,male
10,above,650,2,red,1,2,2,310,Compatible,20,male
10,above,950,2,red,1,2,2,326,Compatible,20,male
10,above,350,1,lime,1,1,1,374,Incompatible,20,male
10,above,650,1,lime,1,1,1,343,Incompatible,20,male
10,above,50,1,lime,1,1,1,394,Incompatible,20,male
10,above,50,2,red,1,2,2,387,Compatible,20,male
10,above,950,2,red,1,2,2,311,Incompatible,20,male
10,above,50,2,red,1,2,2,371,Incompatible,20,male
10,above,650,1,lime,1,1,1,261,Incompatible,20,male
10,above,650,2,red,1,2,2,307,Compatible,20,male
10,above,50,1,lime,1,1,1,359,Incompatible,20,male
10,above,950,1,lime,1,1,1,269,Compatible,20,male
10,above,350,1,lime,1,1,1,334,Compatible,20,male
10,above,350,2,red,1,2,2,293,Compatible,20,male
10,above,50,2,red,1,2,2,308,Compatible,20,male
10,above,950,2,red,1,2,2,308,Compatible,20,male
10,above,350,2,red,1,2,2,365,Incompatible,20,male
10,above,350,1,lime,1,1,1,266,Compatible,20,male
10,above,950,2,red,1,2,2,324,Incompatible,20,male
10,above,50,2,red,1,2,2,375,Incompatible,20,male
10,above,50,1,lime,1,1,1,336,Compatible,20,male
10,above,350,2,red,1,2,2,294,Compatible,20,male
10,above,350,1,lime,1,1,1,351,Incompatible,20,male
10,above,950,1,lime,1,1,1,382,Incompatible,20,male
10,above,650,1,lime,1,1,1,383,Compatible,20,male
10,above,950,1,lime,1,1,1,364,Compatible,20,male
10,above,650,1,lime,1,1,1,254,Incompatible,20,male
10,above,950,2,red,1,2,2,320,Incompatible,20,male
10,above,650,1,lime,1,1,1,428,Incompatible,20,male
10,above,650,2,red,1,2,2,347,Incompatible,20,male
10,above,350,2,red,1,2,2,330,Compatible,20,male
10,above,650,2,red,1,2,2,277,Incompatible,20,male
10,above,950,2,red,1,2,2,367,Compatible,20,male
10,above,350,1,lime,1,1,1,307,Compatible,20,male
10,above,650,2,red,1,2,2,328,Compatible,20,male
10,above,50,1,lime,1,1,1,395,Incompatible,20,male
10,above,950,1,lime,1,1,1,288,Compatible,20,male
10,above,650,1,lime,1,1,1,381,Compatible,20,male
10,above,50,1,lime,1,1,1,510,Incompatible,20,male
10,above,650,2,red,1,2,2,331,Compatible,20,male
10,above,350,1,lime,1,1,1,354,Incompatible,20,male
10,above,350,2,red,1,2,2,328,Incompatible,20,male
10,above,50,2,red,1,2,2,372,Compatible,20,male
10,above,50,1,lime,1,1,1,317,Compatible,20,male
10,above,50,2,red,1,2,2,337,Incompatible,20,male
10,above,950,1,lime,1,1,1,240,Incompatible,20,male
10,above,50,1,lime,1,1,1,360,Compatible,20,male
10,above,350,1,lime,1,1,1,334,Incompatible,20,male
10,above,950,1,lime,1,1,1,349,Compatible,20,male
10,above,50,2,red,1,2,2,335,Compatible,20,male
10,above,50,2,red,1,2,2,354,Incompatible,20,male
10,above,650,1,lime,1,1,1,300,Incompatible,20,male
10,above,650,1,lime,1,1,1,400,Compatible,20,male
10,above,50,1,lime,1,1,1,424,Incompatible,20,male
10,above,350,1,lime,1,1,1,356,Incompatible,20,male
10,above,950,2,red,1,2,2,330,Incompatible,20,male
10,above,350,1,lime,1,1,1,330,Compatible,20,male
10,above,50,2,red,1,2,2,356,Compatible,20,male
10,above,650,2,red,1,2,2,351,Incompatible,20,male
10,above,50,1,lime,1,1,1,336,Compatible,20,male
10,above,350,2,red,1,2,2,351,Incompatible,20,male
10,above,950,2,red,1,2,2,301,Compatible,20,male
10,above,650,1,lime,1,1,1,305,Compatible,20,male
